OBJECTID,UTILITY_ID,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REGULATED,CNTRL_AREA,PLAN_AREA,HOLDING_CO,SUMMR_PEAK,WINTR_PEAK,SUMMER_CAP,WINTER_CAP,NET_GEN,PURCHASED,NET_EX,RETAIL_MWH,WSALE_MWH,TOTAL_MWH,TRANS_MWH,CUSTOMERS,YEAR,SHAPE__Area,SHAPE__Length
1011,16518,CITY OF SABETHA - (KS),P O BOX 187,SABETHA,KS,66534,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF SABETHA - (KS),11,8,18.7,18.7,-1038,50501,0,44802,-999999,49463,0,1901,2017,7489870.961,28694.38768
1012,9011,CITY OF HUGOTON - (KS),631 S. MAIN,HUGOTON,KS,67951,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF HUGOTON - (KS),10.7,6.5,17.3,17.3,7,40010,0,36170,-999999,40017,0,2013,2017,6738081.117,21645.14013
1013,2551,CITY OF BURLINGTON - (KS),301 NEOSHO STREET,BURLINGTON,KS,66839,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF BURLINGTON - (KS),8.9,4.1,11.4,11.4,30,33641,0,29781,-999999,33671,0,1587,2017,6731187.379,19429.74156
1014,11040,CITY OF LINDSBORG - (KS),NOT AVAILABLE,NOT AVAILABLE,KS,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF LINDSBORG - (KS),-999999,-999999,-999999,-999999,-999999,-999999,-999999,26191,-999999,-999999,-999999,1708,2017,6448739.41,18161.39216
1015,8770,CITY OF HOLTON  - (KS),430 PENNSYLVANIA AVE,HOLTON,KS,66436,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF HOLTON - (KS),12.1,7.9,19.4,20.9,2105,48176,0,43446,-999999,50281,0,2480,2017,6402850.336,14325.67117
1016,7257,CITY OF GIRARD - (KS),120 NORTH OZARK,GIRARD,KS,66743,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF GIRARD - (KS),8.7,5.5,9.5,9.6,109,33314,0,29587,-999999,33207,0,1571,2017,6187524.613,16772.24356
1017,13380,CITY OF NEODESHA - (KS),NOT AVAILABLE,NOT AVAILABLE,KS,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF NEODESHA - (KS),11,8,-999999,-999999,-999999,40209,0,36665,-999999,40209,0,1577,2017,5889547.594,18097.31223
1018,8629,CITY OF HILLSBORO - (KS),NOT AVAILABLE,NOT AVAILABLE,KS,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF HILLSBORO - (KS),-999999,-999999,-999999,-999999,-999999,-999999,-999999,21856,-999999,-999999,-999999,1446,2017,4839198.605,14307.74308
1019,8703,CITY OF HOISINGTON - (KS),109 EAST FIRST,HOISINGTON,KS,67544,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 860, EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF HOISINGTON - (KS),-999999,-999999,14.1,14.1,-999999,-999999,-999999,20570,-999999,-999999,-999999,1901,2017,4638810.68,14487.25503
1020,17894,CITY OF ST MARYS - (KS),NOT AVAILABLE,NOT AVAILABLE,KS,NOT AVAILABLE,NOT AVAILABLE,MUNICIPAL,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, Urban Areas - Cartographic Boundary Shapefiles - U.S. Census",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,SOUTHWEST POWER POOL,NOT AVAILABLE,CITY OF ST MARYS - (KS),-999999,-999999,-999999,-999999,-999999,-999999,-999999,17851,-999999,-999999,-999999,1078,2017,4560630.641,16102.48626
1021,5580,"EAST KENTUCKY POWER COOP, INC",P O BOX 707,WINCHESTER,KY,40392,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.ekpc.coop/,NOT AVAILABLE,NOT AVAILABLE,PJM INTERCONNECTION LLC,"EAST KENTUCKY POWER COOP, INC",2311,2871,2998.2,3312.2,7612069,5592013,0,-999999,13084792,13204082,0,-999999,2017,76777315529,11198227.81
1022,10171,KENTUCKY UTILITIES CO,ONE QUALITY STREET,LEXINGTON,KY,40507,(800) 981-0600,INVESTOR OWNED,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","FERC 714, EIA 860, EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,https://lge-ku.com/,REGULATED,LOUISVILLE GAS AND ELECTRIC COMPANY AND KENTUCKY UTILITIES,LOUISVILLE GAS & ELECTRIC AND KENTUCKY UTILITIES,PPL CORPORATION,3914,4016,3571.5,3679.5,19702882,1629795,438008,18228738,2269059,21770685,0,550636,2017,17681168760,9726337.312
1023,9964,KENERGY CORP,NOT AVAILABLE,OWENSBORO,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.kenergycorp.com/,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,KENERGY CORP,983,971,-999999,-999999,-999999,7166656,0,7108898,-999999,7166656,0,57319,2017,12008399116,1903141.018
1024,14724,PENNYRILE RURAL ELECTRIC COOP,NOT AVAILABLE,HOPKINSVILLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.precc.com/,NOT AVAILABLE,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,PENNYRILE RURAL ELECTRIC COOP,241.3,260.7,-999999,-999999,0,1220450,0,1157660,0,1220450,0,43606,2017,9885611119,663128.0393
1025,20130,WARREN RURAL ELEC COOP CORP,NOT AVAILABLE,BOWLING GREEN,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.wrecc.com/,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,WARREN RURAL ELEC COOP CORP,401.2,403.5,-999999,-999999,0,2073759,0,1977410,0,2073759,0,64895,2017,8947150474,925079.7404
1026,17564,SOUTH KENTUCKY RURAL  ELECTRIC COOP CORP,NOT AVAILABLE,NOT AVAILABLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,SOUTH KENTUCKY RURAL E C C,261.5,369.7,-999999,-999999,-999999,1274648,0,1200951,-999999,1274648,0,67820,2017,8780721448,944781.6371
1027,9575,JACKSON ENERGY COOP CORP - (KY),NOT AVAILABLE,MCKEE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.jacksonenergy.com/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,JACKSON ENERGY COOP CORP - (KY),172.6,240.8,-999999,-999999,-999999,884344,0,838183,-999999,884344,0,51391,2017,8543545217,1145564.767
1028,1886,BLUE GRASS ENERGY COOP CORP,NOT AVAILABLE,NICHOLASVILLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://bgenergy.com/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,BLUE GRASS ENERGY COOP CORP,260,334,-999999,-999999,-999999,1337803,0,1274926,-999999,1337803,0,57912,2017,7001793830,2012093.39
1029,6442,FLEMING-MASON ENERGY COOP INC,NOT AVAILABLE,FLEMINGSBURG,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,https://billing.fme.coop/oscp/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,FLEMING-MASON ENERGY COOP INC,133.6,161.3,-999999,-999999,-999999,1003316,0,977646,-999999,1003316,0,24355,2017,5768558511,910173.5144
1030,20377,WEST KENTUCKY RURAL E C C,NOT AVAILABLE,MAYFIELD,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, https://www.tva.gov/file_source/TVA/Site%20Content/Energy/tva_lpc_map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,https://www.wkrecc.com/,REGULATED,TENNESSEE VALLEY AUTHORITY,NOT AVAILABLE,WEST KENTUCKY RURAL E C C,180.8,148.3,-999999,-999999,0,697584,0,646519,0,697584,0,38623,2017,5111343514,509516.3237
1031,9292,INTER COUNTY ENERGY COOP CORP,NOT AVAILABLE,DANVILLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.intercountyenergy.net/,NOT AVAILABLE,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,INTER COUNTY ENERGY COOP CORP,92.3,139.3,-999999,-999999,-999999,458939,0,440469,-999999,458939,0,26245,2017,4881657910,1192613.843
1032,14251,OWEN ELECTRIC COOP INC,NOT AVAILABLE,OWENTON,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.owenelectric.com/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,OWEN ELECTRIC COOP INC,398,401,-999999,-999999,-999999,2284295,0,2240581,-999999,2284295,0,60886,2017,4855889034,1439265.049
1033,11011,LICKING VALLEY RURAL E C C,NOT AVAILABLE,WEST LIBERTY,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.lvrecc.com/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,LICKING VALLEY RURAL E C C,50,59,-999999,-999999,-999999,247024,0,234176,-999999,247024,0,17342,2017,4336610487,689567.1477
1034,18498,TAYLOR COUNTY RURAL E C C,NOT AVAILABLE,CAMPBELLSVILLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.tcrecc.com/index.php,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,TAYLOR COUNTY RURAL E C C,101,128.7,-999999,-999999,-999999,560999,0,534465,-999999,560999,0,26459,2017,4268084174,645499.8439
1035,6194,FARMERS RURAL ELECTRIC COOP CORP - (KY),NOT AVAILABLE,GLASGOW,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://farmersrecc.com/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,FARMERS RURAL ELECTRIC COOP CORP - (KY),110.8,126.7,-999999,-999999,-999999,511691,0,486575,-999999,511691,0,25308,2017,4236467218,889957.4892
1036,4622,"CUMBERLAND VALLEY ELECTRIC, INC.",NOT AVAILABLE,NOT AVAILABLE,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,NOT AVAILABLE,NOT AVAILABLE,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,"CUMBERLAND VALLEY ELECTRIC, INC.",88,116,-999999,-999999,-999999,436068,0,413246,-999999,436068,0,23636,2017,4162477614,936320.3244
1037,16587,SALT RIVER ELECTRIC COOP CORP,NOT AVAILABLE,BARDSTOWN,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,https://billing.srelectric.com/oscp/,REGULATED,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,SALT RIVER ELECTRIC COOP CORP,264.2,244.7,-999999,-999999,-999999,1184476,0,1140882,-999999,1184476,0,50935,2017,4117246274,803545.8185
1038,3687,CLARK ENERGY COOP INC - (KY),NOT AVAILABLE,WINCHESTER,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.clarkenergy.com/,NOT AVAILABLE,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,CLARK ENERGY COOP INC - (KY),86,114,-999999,-999999,-999999,424674,0,402407,-999999,424674,0,26400,2017,4109673336,875854.1141
1039,12243,MEADE COUNTY RURAL E C C,NOT AVAILABLE,BRANDENBURG,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.mcrecc.com/,NOT AVAILABLE,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,MEADE COUNTY RURAL E C C,95,106,-999999,-999999,-999999,448590,0,423849,-999999,448590,0,29579,2017,4093293505,468600.6074
1040,9605,JACKSON PURCHASE ENERGY CORPORATION,NOT AVAILABLE,PADUCAH,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.jpenergy.com/,REGULATED,"MIDCONTINENT INDEPENDENT TRANSMISSION SYSTEM OPERATOR, INC..",NOT AVAILABLE,JACKSON PURCHASE ENERGY CORPORATION,161.4,148.8,-999999,-999999,-999999,633547,0,605194,-999999,633547,0,30002,2017,3752501873,728124.6853
1041,7558,GRAYSON RURAL ELECTRIC COOP CORP,NOT AVAILABLE,GRAYSON,KY,NOT AVAILABLE,NOT AVAILABLE,COOPERATIVE,USA,2211,"ELECTRIC POWER GENERATION, TRANSMISSION AND DISTRIBUTION","EIA 861, http://energy.ky.gov/generation/Documents/Electric_Service_Areas_Legal_Size_Map.pdf",2018-10-12T00:00:00.000Z,OTHER,2018-10-12T00:00:00.000Z,http://www.graysonrecc.com/,NOT AVAILABLE,"PJM INTERCONNECTION, LLC",NOT AVAILABLE,GRAYSON RURAL ELECTRIC COOP CORP,62.3,52.3,-999999,-999999,-999999,250858,0,223363,-999999,250858,0,15390,2017,3786570889,653125.6078
