cwns_id,lat,lon,huc8,watershed,flow_mun_MGD,flow_ind_MGD,pop,flow_interpolated,discharge_method
32000011001,36.1372,-115.043,15010015,Las Vegas Wash,62,NA,883000,FALSE,Discharge To Another Facility
36002001003,40.7784,-73.8946,2030201,Northern Long Island,111.11,18,848328,FALSE,Outfall To Surface Waters
12000017028,25.5508,-80.3333,3090202,Everglades,92,NA,840500,FALSE,Reuse: Irrigation
12000017028,25.5508,-80.3333,3090202,Everglades,92,NA,840500,FALSE,Reuse: Industrial
12000017028,25.5508,-80.3333,3090202,Everglades,92,NA,840500,FALSE,Reuse: Groundwater Recharge
12000017028,25.5508,-80.3333,3090202,Everglades,92,NA,840500,FALSE,Discharge To Groundwater
12000017028,25.5508,-80.3333,3090202,Everglades,92,NA,840500,FALSE,Deep Well
6008023003,33.6942,-117.9375,18070204,Newport Bay,104.84581171004949,NA,836710,TRUE,Discharge To Another Facility
72000001001,18.4456,-66.1522,21010005,Eastern Puerto Rico,94,NA,832499,FALSE,Ocean Discharge
12000017027,25.9189,-80.1536,3090202,Everglades,104.29245498608113,NA,832294,TRUE,Reuse: Groundwater Recharge
12000017027,25.9189,-80.1536,3090202,Everglades,104.29245498608113,NA,832294,TRUE,Deep Well
12000017027,25.9189,-80.1536,3090202,Everglades,104.29245498608113,NA,832294,TRUE,Ocean Discharge
48007039001,29.7551,-95.2977,12040104,Buffalo-San Jacinto,85,11,831335,FALSE,Outfall To Surface Waters
34002065001,40.4911,-74.3042,2030105,Raritan,161.513,16.12,800556,FALSE,Ocean Discharge
53000776001,47.4708,-122.243,17110013,Duwamish,70,NA,787449,FALSE,Ocean Discharge
6002036001,37.8232,-122.2976,18050004,San Francisco Bay,74,6,781359,FALSE,Outfall To Surface Waters
4001904008,32.2147,-110.9806,15050301,Upper Santa Cruz,97.86494597357347,NA,781000,TRUE,Discharge To Another Facility
4001904008,32.2147,-110.9806,15050301,Upper Santa Cruz,97.86494597357347,NA,781000,TRUE,Discharge To Another Facility
4001904008,32.2147,-110.9806,15050301,Upper Santa Cruz,97.86494597357347,NA,781000,TRUE,Discharge To Another Facility
36002001010,40.6398,-74.0356,2030201,Northern Long Island,85.74,1.35,758007,FALSE,Outfall To Surface Waters
36002001005,40.6618,-73.8071,2030202,Southern Long Island,93.98,2.11,728123,FALSE,Outfall To Surface Waters
41000017001,45.5975,-122.719,17080001,Lower Columbia-Sandy,42.7,3.7,721420,FALSE,Outfall To Surface Waters
34001030001,40.6395,-74.2004,2030104,Sandy Hook-Staten Island,80.71,2.5,710418,FALSE,Outfall To Surface Waters
36002001002,40.8014,-73.8796,2030201,Northern Long Island,120.28,1.84,684569,FALSE,Outfall To Surface Waters
12000001001,26.2608,-80.1528,3090202,Everglades,85.20816398508849,NA,679994,TRUE,Ocean Discharge
12000001001,26.2608,-80.1528,3090202,Everglades,85.20816398508849,NA,679994,TRUE,Deep Well
12000001001,26.2608,-80.1528,3090202,Everglades,85.20816398508849,NA,679994,TRUE,Spray Irrigation
19000226001,41.5723,-93.5577,7100008,Lake Red Rock,33.35,NA,662376,FALSE,Outfall To Surface Waters
34001005001,40.8369,-74.0332,2030103,Hackensack-Passaic,46.37,3.42,649966,FALSE,Outfall To Surface Waters
34001005001,40.8369,-74.0332,2030103,Hackensack-Passaic,46.37,3.42,649966,FALSE,Reuse: Industrial
8201200016,39.7822,-105.0005,10190003,Middle South Platte-Cherry Creek,77.39212556626437,NA,617619,TRUE,Discharge To Another Facility
53000776008,47.6064,-122.3308,17110019,Puget Sound,76.700554968533055,NA,612100,TRUE,Discharge To Another Facility
6002032003,37.7403,-122.3903,18050004,San Francisco Bay,80,NA,604625,FALSE,Ocean Discharge
55003100110,43.0417,-87.9097,4040003,Milwaukee,75.52166455660043,NA,602692,TRUE,Discharge To Another Facility
26000596100,42.4488,-83.0149,4090002,Lake St. Clair,75.26653903803168,NA,600656,TRUE,Discharge To Another Facility
6005122002,38.5767,-121.4919,18020005,Sacramento Headwaters,75.18433749570305,NA,600000,TRUE,Discharge To Another Facility
39001666002,41.3992,-81.6267,4110002,Cuyahoga,130,40,599374,FALSE,Outfall To Surface Waters
53000776007,47.792,-122.1425,17110012,Lake Washington,74.74388258520739,NA,596485,TRUE,Outfall To Surface Waters
53000776007,47.792,-122.1425,17110012,Lake Washington,74.74388258520739,NA,596485,TRUE,Reuse: Other Non-Potable
36002001009,40.5905,-73.9322,2030202,Southern Long Island,92.72,0.37,596326,FALSE,Outfall To Surface Waters
48004026002,32.6413,-96.6469,12030105,Upper Trinity,74.2,4.61,590000,FALSE,Outfall To Surface Waters
36002001012,40.8256,-73.9569,2030101,Lower Hudson,169.27,0.73,588772,FALSE,Outfall To Surface Waters
6002025001,37.9971,-122.0697,18050001,Suisun Bay,73.04108264815888,NA,582896,TRUE,Outfall To Surface Waters
6002025001,37.9971,-122.0697,18050001,Suisun Bay,73.04108264815888,NA,582896,TRUE,Reuse: Irrigation
6002025001,37.9971,-122.0697,18050001,Suisun Bay,73.04108264815888,NA,582896,TRUE,Reuse: Industrial
25000104001,42.35,-71.05,1090001,Charles,71.53639344041153,NA,570888,TRUE,Discharge To Another Facility
21000025001,38.23,-85.8356,5140101,Silver-Little Kentucky,68.91897603772779,NA,550000,TRUE,Outfall To Surface Waters
36001010006,40.6523,-73.5065,2030202,Southern Long Island,57.067,NA,550000,FALSE,Ocean Discharge
6008023006,33.6942,-117.9375,18070204,Newport Bay,68.86885314606398,NA,549600,TRUE,Discharge To Another Facility
35000021001,35.0179,-106.6635,13020203,Rio Grande-Albuquerque,56,NA,545852,FALSE,Outfall To Surface Waters
6008023001,33.6942,-117.9375,18070204,Newport Bay,68.35860210892649,NA,545528,TRUE,Discharge To Another Facility
39001792002,39.8181,-82.9993,5060001,Upper Scioto,96,NA,544666,FALSE,Outfall To Surface Waters
51000308007,36.8823,-76.3125,2080208,Hampton Roads,25.7,2.35,538646,FALSE,Outfall To Surface Waters
36001010001,40.6323,-73.6631,2030202,Southern Long Island,46.017,7,527234,FALSE,Ocean Discharge
53200800005,47.4541,-121.9867,17110012,Lake Washington,66.03177217066363,NA,526959,TRUE,Discharge To Another Facility
53200800005,47.4541,-121.9867,17110012,Lake Washington,66.03177217066363,NA,526959,TRUE,Discharge To Another Facility
53200800005,47.4541,-121.9867,17110012,Lake Washington,66.03177217066363,NA,526959,TRUE,Discharge To Another Facility
42005334001,40.4425,-79.9714,5010009,Lower Allegheny,65.05788438563596,NA,519187,TRUE,Discharge To Another Facility
36001010017,40.6323,-73.6631,2030202,Southern Long Island,46.017,7,508000,FALSE,Outfall To Surface Waters
29001023002,38.5338,-90.2705,7140101,Cahokia-Joachim,43.11,31.93,502506,FALSE,Outfall To Surface Waters
4002800003,32.2147,-110.9806,15050301,Upper Santa Cruz,62.478184458929235,NA,498600,TRUE,Reuse: Groundwater Recharge
39001792001,39.913,-83.0175,5060001,Upper Scioto,79.5,NA,487474,FALSE,Outfall To Surface Waters
10000027001,39.7295,-75.5043,2040205,Brandywine-Christina,63.75,11.25,480797,FALSE,Outfall To Surface Waters
10000027001,39.7295,-75.5043,2040205,Brandywine-Christina,63.75,11.25,480797,FALSE,CSO Discharge
6008023011,33.6942,-117.9375,18070204,Newport Bay,60.147469996562435,NA,480000,TRUE,Discharge To Another Facility
6008010001,33.9683,-117.6749,18070203,Santa Ana,38.8,NA,479792,FALSE,Outfall To Surface Waters
6008010001,33.9683,-117.6749,18070203,Santa Ana,38.8,NA,479792,FALSE,Reuse: Irrigation
6008010003,34.0334,-117.6652,18070203,Santa Ana,60.12140609289726,NA,479792,TRUE,Discharge To Another Facility
34006012001,39.9228,-75.1278,2040202,Lower Delaware,55,3.8,479045,FALSE,Outfall To Surface Waters
36008024001,43.2311,-77.5849,4140101,Irondequoit-Ninemile,72.06,NA,478983,FALSE,Outfall To Surface Waters
39001666004,41.5063,-81.6789,4110002,Cuyahoga,59.946978429907226,NA,478400,TRUE,Discharge To Another Facility
39001666004,41.5063,-81.6789,4110002,Cuyahoga,59.946978429907226,NA,478400,TRUE,Discharge To Another Facility
39001666004,41.5063,-81.6789,4110002,Cuyahoga,59.946978429907226,NA,478400,TRUE,Discharge To Another Facility
36003169012,40.9248,-73.9063,2030101,Lower Hudson,79.428,NA,478097,FALSE,Outfall To Surface Waters
4002800002,32.2799,-111.019,15050301,Upper Santa Cruz,58.71896758414408,NA,468600,TRUE,Discharge To Another Facility
4001904001,32.2799,-111.02,15050301,Upper Santa Cruz,58.71896758414408,NA,468600,TRUE,Discharge To Another Facility
4001315001,33.4603,-111.8228,15060106,Lower Salt,58.142554330010356,NA,464000,TRUE,Discharge To Another Facility
4001315001,33.4603,-111.8228,15060106,Lower Salt,58.142554330010356,NA,464000,TRUE,Discharge To Another Facility
4001315001,33.4603,-111.8228,15060106,Lower Salt,58.142554330010356,NA,464000,TRUE,Discharge To Another Facility
4001315001,33.4603,-111.8228,15060106,Lower Salt,58.142554330010356,NA,464000,TRUE,Discharge To Another Facility
24000001002,39.235,-76.5567,2060003,Gunpowder-Patapsco,67,NA,462012,FALSE,Outfall To Surface Waters
13000012004,33.7454,-84.573,3130002,Middle Chattahoochee-Lake Harding,81.67,5.85,461635,FALSE,Outfall To Surface Waters
18000061001,39.7474,-86.1739,5120201,Upper White,95,25,453569,FALSE,Outfall To Surface Waters
32000200822,36.0454,-115.1033,15010015,Las Vegas Wash,55.76171697597976,NA,445000,TRUE,Discharge To Another Facility
6008023014,33.6942,-117.9375,18070204,Newport Bay,55.35183702939902,NA,441729,TRUE,Discharge To Another Facility
48003033002,30.2797,-97.6528,12090301,Lower Colorado-Cummins,52,0.66,440720,FALSE,Outfall To Surface Waters
28000615001,32.2374,-90.209,3180002,Middle Pearl-Strong,41.89,4,436315,FALSE,Outfall To Surface Waters
32002012012,36.1372,-115.043,15010015,Las Vegas Wash,54.2580302260657,NA,433000,TRUE,Discharge To Another Facility
6008001001,33.9639,-117.4575,18070203,Santa Ana,33.5,NA,431519,FALSE,Outfall To Surface Waters
6008001001,33.9639,-117.4575,18070203,Santa Ana,33.5,NA,431519,FALSE,Reuse: Other Non-Potable
8000001002,38.8298,-104.8218,11020003,Fountain,53.84175961079782,NA,429678,TRUE,Discharge To Another Facility
8000001002,38.8298,-104.8218,11020003,Fountain,53.84175961079782,NA,429678,TRUE,Discharge To Another Facility
39003369002,39.1075,-84.5456,5090203,Middle Ohio-Laughery,151,NA,428050,FALSE,Outfall To Surface Waters
36009071001,42.9152,-78.8986,4120104,Niagara,144,NA,421965,FALSE,Outfall To Surface Waters
36002001004,40.7938,-73.8403,2030201,Northern Long Island,59.06,2,410812,FALSE,Outfall To Surface Waters
35000021002,35.0179,-106.6635,13020203,Rio Grande-Albuquerque,44.12,3.78,410111,FALSE,Outfall To Surface Waters
8201200116,39.7068,-104.8242,10190003,Middle South Platte-Cherry Creek,51.21331517194805,NA,408702,TRUE,Discharge To Another Facility
8201200116,39.7068,-104.8242,10190003,Middle South Platte-Cherry Creek,51.21331517194805,NA,408702,TRUE,Discharge To Another Facility
8201200116,39.7068,-104.8242,10190003,Middle South Platte-Cherry Creek,51.21331517194805,NA,408702,TRUE,Discharge To Another Facility
24000002001,39.4167,-76.4917,2060003,Gunpowder-Patapsco,50.78025338797279,NA,405246,TRUE,Discharge To Another Facility
37009201001,35.7172,-78.4924,3020201,Upper Neuse,40,1.7,404783,FALSE,Outfall To Surface Waters
37009201001,35.7172,-78.4924,3020201,Upper Neuse,40,1.7,404783,FALSE,Reuse: Irrigation
36001015014,40.6762,-73.3382,2030202,Southern Long Island,21.225,NA,400000,FALSE,Ocean Discharge
48003033005,30.2083,-97.605,12090301,Lower Colorado-Cummins,32.5,NA,396500,FALSE,Outfall To Surface Waters
47001016001,36.1861,-86.7889,5130202,Lower Cumberland-Sycamore,89.484,2.416,395402,FALSE,Outfall To Surface Waters
40000123012,35.4678,-97.5207,11100302,Lower North Canadian,60,NA,394724,FALSE,Outfall To Surface Waters
29001011001,39.1211,-94.4947,10300101,Lower Missouri-Crooked,48.004698262089754,NA,383096,TRUE,Outfall To Surface Waters
47000940002,35.1918,-90.0551,8010100,Lower Mississippi-Memphis,63,27,382450,FALSE,Outfall To Surface Waters
27000031001,44.9381,-93.3288,7010206,Twin Cities,47.90432717153299,NA,382295,TRUE,Discharge To Another Facility
10000230012,39.7917,-75.6333,2040205,Brandywine-Christina,47.58128513475979,NA,379717,TRUE,Discharge To Another Facility
51001400052,38.8209,-77.0179,2070010,Middle Potomac-Anacostia-Occoquan,0.001,NA,375964,FALSE,Discharge To Another Facility
6002023001,38.0128,-121.8343,18040003,San Joaquin Delta,14.2,NA,374054,FALSE,Outfall To Surface Waters
6002023001,38.0128,-121.8343,18040003,San Joaquin Delta,14.2,NA,374054,FALSE,Reuse: Irrigation
6004009005,33.8799,-118.1035,18070106,San Gabriel,29.3,2.7,370000,FALSE,Outfall To Surface Waters
6004009005,33.8799,-118.1035,18070106,San Gabriel,29.3,2.7,370000,FALSE,Reuse: Industrial
6004009005,33.8799,-118.1035,18070106,San Gabriel,29.3,2.7,370000,FALSE,Reuse: Irrigation
21000056001,39.059,-84.6172,5090203,Middle Ohio-Laughery,28.47,4,368000,FALSE,Outfall To Surface Waters
48000004501,32.7522,-96.9369,12030102,Lower West Fork Trinity,46.088750728240925,NA,367806,TRUE,Discharge To Another Facility
29001023001,38.6736,-90.195,7140101,Cahokia-Joachim,45.812448287944214,NA,365601,TRUE,Outfall To Surface Waters
41000022005,45.4028,-122.7646,17090010,Tualatin,22.5,0.419,363059,FALSE,Outfall To Surface Waters
6009011001,33.1188,-117.3235,18070303,San Luis Rey-Escondido,25.5,0.7,361646,FALSE,Ocean Discharge
25000035001,42.7145,-71.1288,1070006,Merrimack River,45.30420216647326,NA,361545,TRUE,Outfall To Surface Waters
53001220001,47.6974,-117.4751,17010305,Upper Spokane,44,NA,361098,FALSE,Outfall To Surface Waters
39000084001,41.155,-81.5662,4110002,Cuyahoga,59,20,358376,FALSE,Outfall To Surface Waters
55002781001,43.0343,-89.3463,7090001,Upper Rock,35.75,5.25,358372,FALSE,Outfall To Surface Waters
13000031004,33.6655,-84.2238,3070103,Upper Ocmulgee,43.94436811563431,NA,350693,TRUE,Outfall To Surface Waters
12000038001,28.4496,-81.4394,3080101,Upper St. Johns,43.85753020582678,NA,350000,TRUE,Reuse: Irrigation
12000038001,28.4496,-81.4394,3080101,Upper St. Johns,43.85753020582678,NA,350000,TRUE,Discharge To Groundwater
12000053001,27.9246,-82.4394,3100206,Tampa Bay,49.5,1,350000,FALSE,Outfall To Surface Waters
6002081001,37.6893,-122.3999,18050004,San Francisco Bay,30,NA,350000,FALSE,Deep Well
6008068001,33.8344,-117.9124,18070106,San Gabriel,43.60691574750777,NA,348000,TRUE,Discharge To Another Facility
51000322006,38.704,-77.2071,2070010,Middle Potomac-Anacostia-Occoquan,24,4,347903,FALSE,Outfall To Surface Waters
13000054001,33.4228,-82.0181,3060106,Middle Savannah,26.42,4.22,345276,FALSE,Outfall To Surface Waters
15000003001,21.3042,-157.8719,20060000,Oah,69.6,8,344706,FALSE,Ocean Discharge
20000193001,NA,NA,11030013,Middle Arkansas-Slate,31.217,9.4,343739,FALSE,Outfall To Surface Waters
26000313001,42.9479,-85.7051,4050006,Lower Grand,45.6,4.8,338045,FALSE,Outfall To Surface Waters
48008015003,29.2768,-98.5144,12100302,Medina,35,1.42,337267,FALSE,Outfall To Surface Waters
47000940001,35.0694,-90.1316,8010100,Lower Mississippi-Memphis,54.4,16.1,333148,FALSE,Outfall To Surface Waters
6009031002,32.8813,-117.1989,18070304,San Diego,28.5,NA,330339,FALSE,Reuse: Industrial
6009031002,32.8813,-117.1989,18070304,San Diego,28.5,NA,330339,FALSE,Reuse: Irrigation
26004002001,42.5289,-83.3197,4090003,Clinton,41.38045689980168,NA,330232,TRUE,Discharge To Another Facility
39008260001,41.6929,-83.4828,4100009,Lower Maumee,68.2,16.8,329989,FALSE,Outfall To Surface Waters
17001303003,41.8861,-87.6182,7120003,Chicago,41.09112250767238,NA,327923,TRUE,Discharge To Another Facility
17001303003,41.8861,-87.6182,7120003,Chicago,41.09112250767238,NA,327923,TRUE,CSO Discharge
48001009008,31.6498,-106.3233,13040100,Rio Grande-Fort Quitman,29.693,2.9,326280,FALSE,Outfall To Surface Waters
32000038003,36.0722,-115.0001,15010015,Las Vegas Wash,15,NA,325000,FALSE,Outfall To Surface Waters
32000038003,36.0722,-115.0001,15010015,Las Vegas Wash,15,NA,325000,FALSE,Discharge To Another Facility
6008060001,33.7442,-117.894,18070203,Santa Ana,40.66570446467586,NA,324528,TRUE,Discharge To Another Facility
51000334001,38.8115,-77.4552,2070010,Middle Potomac-Anacostia-Occoquan,45,NA,323756,FALSE,Outfall To Surface Waters
6003012001,36.7192,-121.7877,18060012,Carmel,18.65,2.85,323173,FALSE,Ocean Discharge
39001666001,41.5697,-81.5845,4110003,Ashtabula-Chagrin,91.09,40,322387,FALSE,Outfall To Surface Waters
8000001001,38.8165,-104.8131,11020003,Fountain,40.3109596989253,NA,321697,TRUE,Outfall To Surface Waters
12000001011,26.0266,-80.1348,3090202,Everglades,39.5,NA,320299,FALSE,Ocean Discharge
48004110001,32.7356,-97.1078,12030102,Lower West Fork Trinity,39.897821764386414,NA,318400,TRUE,Discharge To Another Facility
48004354009,33.126,-96.5617,12030106,East Fork Trinity,40,NA,318365,FALSE,Outfall To Surface Waters
51000308012,36.7735,-75.9748,3010205,Albemarle,24.65,10,317310,FALSE,Ocean Discharge
34003079001,40.045,-74.078,2040301,Mullica-Toms,22,1,316810,FALSE,Ocean Discharge
6005025001,37.9369,-121.3269,18040003,San Joaquin Delta,35,20,313657,FALSE,Outfall To Surface Waters
6005025001,37.9369,-121.3269,18040003,San Joaquin Delta,35,20,313657,FALSE,Reuse: Industrial
4001903001,32.3365,-111.0661,15050301,Upper Santa Cruz,27.5,NA,312925,FALSE,Outfall To Surface Waters
4001903001,32.3365,-111.0661,15050301,Upper Santa Cruz,27.5,NA,312925,FALSE,Spray Irrigation
42000094003,39.9017,-75.1457,2040202,Lower Delaware,89.3,5.5,311218,FALSE,Outfall To Surface Waters
42000094003,39.9017,-75.1457,2040202,Lower Delaware,89.3,5.5,311218,FALSE,CSO Discharge
18000061002,39.7474,-86.1739,5120201,Upper White,25,24,310123,FALSE,Outfall To Surface Waters
48004354004,32.9971,-96.5517,12030106,East Fork Trinity,21.151,NA,306300,FALSE,Outfall To Surface Waters
41000022013,45.4978,-122.9502,17090010,Tualatin,28.8,3.22,305008,FALSE,Outfall To Surface Waters
6008004001,34.0775,-117.2926,18070203,Santa Ana,26.15,0.1,301063,FALSE,Outfall To Surface Waters
22009071001,29.9767,-89.9972,8090100,Lower Mississippi-New Orleans,92.1,NA,300000,FALSE,Outfall To Surface Waters
22009071001,29.9767,-89.9972,8090100,Lower Mississippi-New Orleans,92.1,NA,300000,FALSE,Discharge To Another Facility
48007039026,29.6892,-95.4512,12040104,Buffalo-San Jacinto,30,3.1,300000,FALSE,Outfall To Surface Waters
12000001019,26.0986,-80.1247,3090202,Everglades,35.7,NA,297500,FALSE,Deep Well
4001316001,33.4267,-112.1064,15050100,Middle Gila,30,NA,296140,FALSE,Outfall To Surface Waters
4001316001,33.4267,-112.1064,15050100,Middle Gila,30,NA,296140,FALSE,Spray Irrigation
72000001004,18.4361,-65.8852,21010005,Eastern Puerto Rico,34.17,NA,295666,FALSE,Outfall To Surface Waters
27000001003,44.8267,-93.212,7010206,Twin Cities,17.71,0.5,294120,FALSE,Outfall To Surface Waters
48007039002,29.712,-95.2609,12040104,Buffalo-San Jacinto,28.24,6.26,292600,FALSE,Outfall To Surface Waters
32000200807,39.5191,-119.7028,16050102,Truckee,32,NA,288000,FALSE,Outfall To Surface Waters
17000721006,42.0228,-87.9351,7120004,Des Plaines,26,NA,287890,FALSE,Outfall To Surface Waters
27002011092,44.9439,-93.0934,7010206,Twin Cities,36.0388603351903,NA,287604,TRUE,Discharge To Another Facility
25000004001,42.5302,-70.874,1090001,Charles,15.11,NA,286007,FALSE,Outfall To Surface Waters
